;Enestrom Number;Fuss Index;Title;English Title;Authors;Original Language;Published as;Published Date;Written Date;Original Source Citation;Archive Notes;Content Summary;Opera Omnia Citation;Record Created;URLinfo;URLpdf
417;418;640;Theoria motuum lunae;Theory of lunar motion;Leonhard Euler;Latin;Quarto book;1772;1768;St. Petersburg: Imperial Academy of Sciences, Volume 1, pp. 1-775.;;"This work consists of a preface and two books. The first book (continens ipsam lunae theoriam) contains three parts: (1) Investigatio aequationum differentialium, motum lunae continentium; (2) Evolutio numerica aequationum pro binis coordinatis x et y, in praecedente parte constitutarum; (3) Evolutio numerica tertiae aequationis pro coordinata z. Then comes a continuation of part 2: Evolutio numerica aequationum pro iis membris coordinatarum x et y, quorum characteres involvunt inclinationem orbitae lunaris ad eclipticam. The second book (continens adplicationem theoriae lunae ad calculum astronomicum) contains two parts: (1) Comparatio formularum inventarum cum tabulis celeberrimi de Clairault; (2) Constructio tabularum astronomicarum ex formulis supra inventis.";Series 2, Volume 22, pp.1-411.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/418;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1417&context=euler-works
418;419;438;De solidis quorum superficiem in planum explicare licet;On solids whose (entire) surface can be unfolded onto a plane;Leonhard Euler;Latin;Journal article;1772;1770;Novi Commentarii academiae scientiarum Petropolitanae, Volume 16, pp. 3-34.;;;Series 1, Volume 28, pp.161-186.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/419;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1418&context=euler-works
419;420;290;Methodus nova et facilis calculum variationum tractandi;A new and easy method for treating the calculus of variations;Leonhard Euler;Latin;Journal article;1772;1771;Novi Commentarii academiae scientiarum Petropolitanae, Volume 16, pp. 35-70.;;;Series 1, Volume 25, pp.208-235.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/420;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1419&context=euler-works
420;421;233;Evolutio formulae integralis ∫x f-1 dx (log x)m/n integratione a valore x=0 ad x=1 extensa;Solution of a formula for the integral ∫x f-1 dx (log x)m/n the integration being extended from the value x = 0 to x = 1;Leonhard Euler;Latin;Journal article;1772;1771;Novi Commentarii academiae scientiarum Petropolitanae, Volume 16, pp. 91-139.;;;Series 1, Volume 17, pp.316-357.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/421;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1420&context=euler-works
421;422;359;Problematis cuiusdam geometrici prorsus singularis evolutio;The solution of a certain altogether remarkable geometrical problem;Leonhard Euler;Latin;Journal article;1772;1771;Novi Commentarii academiae scientiarum Petropolitanae, Volume 16, pp. 140-159.;;The titular problem is: A line of given position AB having been proposed, a curve of type AmM is sought, such that once the tangent MT has been drawn to whatever point M, falling on line AB in T, then line TC bisecting angle ATM crosses the curve perpendicularly at m.;Series 1, Volume 28, pp.187-204.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/422;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1421&context=euler-works
422;423;314;Considerationes cyclometricae;Considerations on the measurement of circles;Leonhard Euler;Latin;Journal article;1772;1771;Novi Commentarii academiae scientiarum Petropolitanae, Volume 16, pp. 160-170.;;"According to Eneström, this work is ""about the equation m/sin2(m) = n/sin2(n) and about quadratic 'Lunulae,' where the 5 known cases will be handled.""";Series 1, Volume 28, pp.205-214.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/423;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1422&context=euler-works
423;424;501;Sectio quarta de motu aeris in tubis;Section four of the motion of air in tubes;Leonhard Euler;Latin;Journal article;1772;1766;Novi Commentarii academiae scientiarum Petropolitanae, Volume 16, pp. 281-425.;;;Series 2, Volume 13, pp.262-369.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/424;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1423&context=euler-works
424;425;632;De perturbatione motus terrae ab actione Veneris oriunda;On the perturbation of the motion of the Earth due to an action arising from Venus;Leonhard Euler;Latin;Journal article;1772;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 16, pp. 426-467.;;;Series 2, Volume 26.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/425;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1424&context=euler-works
425;426;595;Théorie complette de la construction et de la manoeuvre des vaisseaux;Complete theory of the construction and steering of ships;Leonhard Euler;French;Octavo book;1773;1773;St. Petersburg: Imperial Academy of Sciences, Volume 1, pp. 1-354.;;;Series 2, Volume 21, pp.80-222.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/426;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1425&context=euler-works
426;427;66;Problematis cuiusdam Diophantei evolutio;An investigation of a certain Diophantine problem;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 24-63.;;"According to Eneström, ""four simple symmetrical functions of four unknowns will be simultaneously made quadratic.""";Series 1, Volume 3, pp.172-210.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/427;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1426&context=euler-works
427;428;67;Observationes circa bina biquadrata, quorum summam in duo alia biquadrata resolvere liceat;Observations about two biquadratics, of which the sum is able to be resolved into two other biquadratics;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 64-69.;;"Euler considers solutions to A4+B4 = C4+D4 and gives a method for finding solutions. Using this method, he finds the solutions (A, B, C, D) = (2219449, -555617, 1584749, 2061283) and (477069, 8497, 310319, 428397); the first set of numbers satisfies the equation, but the second does not. He also states the ""Euler quartic conjecture,"" which claims that there is no biquadratic that is equal to the sum of three other biquadratics. (Based on Jordan Bell's translation abstract.)";Series 1, Volume 3, pp.211-217.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/428;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1427&context=euler-works
428;429;253;De variis integrabilitatis generibus;On various types of integrals;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 70-104.;;"According to Eneström, this paper is about ""integrated factors of linear differential expressions with two or three independent variables.""";Series 1, Volume 23, pp.92-121.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/429;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1428&context=euler-works
429;430;271;Observationes circa aequationem differentialem y dy + My dx + N dx = 0;Observations on the differential equation y dy + My dx + N dx = 0;Leonhard Euler;Latin;Journal article;1773;1765;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 105-124.;;The quantities M and N from the titular equation are functions of x.;Series 1, Volume 23, pp.122-141.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/430;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1429&context=euler-works
430;431;275;Consideratio aequationis differentio-differentialis (a+bx)ddz + (c+ex)(dx dz/x) + (f+gx)(z dx2/xx) = 0;Consideration of the differential equation (a+bx)ddz + (c+ex)(dx dz/x) + (f+gx)(z dx2/xx) = 0;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 125-154.;;;Series 1, Volume 23, pp.142-173.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/431;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1430&context=euler-works
431;432;127;Exercitationes analyticae;Analytical exercises;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 173-204.;;Euler shows, among other things, that 1 + 1/33 + 1/53 + 1/73 + ... = π2/4∙log 2 + 2∙∫φlog(sin(φ)) dφ, with the integral being taken with bounds 0 and π/2.;Series 1, Volume 15, pp.131-167.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/432;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1431&context=euler-works
432;433;391;Digressio de traiectoriis tam orthogonalibus quam obliquangulis;An aside on trajectories, both orthogonal and oblique-angled;Leonhard Euler;Latin;Journal article;1773;1771;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 205-248.;;;Series 1, Volume 28, pp.215-247.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/433;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1432&context=euler-works
433;434;479;De collisione corporum gyrantium;On the collision of spinning bodies;Leonhard Euler;Latin;Journal article;1773;1773;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 272-314.;;;Series 2, Volume 8, pp.369-402.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/434;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1433&context=euler-works
434;435;480;De collisione corporum pendulorum, tam obliqua, quam motu gyratorio perturbata;On the collision of hanging bodies, both oblique and spinning;Leonhard Euler;Latin;Journal article;1773;1773;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 315-332.;;;Series 2, Volume 8, pp.403-417.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/435;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1434&context=euler-works
435;436;377;De vera tautochrona in fluido;On the true tautochrone in fluids;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 333-348.;;;Series 2, Volume 7, pp.1-12.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/436;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1435&context=euler-works
436;437;375;De tautochrona in medio rarissimo, quod resistit in ratione multiplicata quacunque celeritatis;On the tautochrone in a thin medium, where the resistance is directly proportional to the speed;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 349-361.;;;Series 2, Volume 7, pp.13-23.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/437;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1436&context=euler-works
437;438;376;Dilucidationes de tautochronismo;Clarifications regarding the tautochrone;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 362-380.;;;Series 2, Volume 7, pp.24-38.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/438;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1437&context=euler-works
438;439;509;De chordis vibrantibus disquisitio ulterior;A further inquiry into vibrating chords;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 381-409.;Euler-Kreis Mainz;;Series 2, Volume 11, pp.62-80.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/439;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1438&context=euler-works
439;440;513;Animadversiones in solutionem Bernoullianam de motu chordarum ex duabus partibus diversae crassitiei compositarum Tomo XVI Novorum Commentariorum;Inquiries into the Bernoulli solution, in Volume XVI of the New Commentaries, regarding the motion of strings composed of two parts of differing density;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 410-421.;;;Series 2, Volume 11, pp.81-89.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/440;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1439&context=euler-works
440;441;514;De motu vibratorio chordarum ex partibus quotcunque diversae crassitiei compositarum;On the vibratory motion of strings composed of an arbitrary number of parts of differing density;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 422-431.;;;Series 2, Volume 11, pp.90-97.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/441;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1440&context=euler-works
441;442;515;De motu vibratorio chordarum crassitie utcunque variabili praeditarum;On the vibratory motion of strings possessed of a density that varies arbitrarily;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 432-448.;;;Series 2, Volume 11, pp.98-111.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/442;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1441&context=euler-works
442;443;524;De motu vibratorio laminarum elasticarum, ubi plures novae vibrationum species hactenus non pertractatae evolvuntur;On the vibratory motion of elastic laminates, where many new types of vibrations, not treated heretofore, are solved;Leonhard Euler;Latin;Journal article;1773;1772;Novi Commentarii academiae scientiarum Petropolitanae, Volume 17, pp. 449-487.;;E526;Series 2, Volume 11, pp.112-141.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/443;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1442&context=euler-works
